sentiment,content
1,bunnymousekitt hahaha yes discussions always seem jump around randomly
0,_madison get abandon miss
0,well school finally idk sad miss teachers goodbye mrs collister
0,launch today teacher change plan watch stupid move tesla
0,damn pay like first slightly stoopid show charge pop make sad
0,aboresearch please hear still sham sometimes hear men
0,get back home shit meet tmrw stay sea view even dont fresh undergarments tire hrs work days
1,nungguin sista law lahiran asih kayaknya sih sore ini lahiran yeayy another baby girl family
0,aaronob music teacher either expire forget lesson leave outside wait ride pick hour
1,lunch watch hole bbc
1,blog update
1,time mimi
1,lancearmstrong want massage
1,wanna wake shoo roommate shoo
1,home tonight much fun goodnight twitterbugs
0,go sleep
1,justin timberlake leonard nimoy dick box sequel priceless
1,slinkawoogie honor hear name breezy track hope like shit drunk_bowling
1,darkgracie nice song come
1,burn agenn nice day tho xxx
0,wrong sign time children article wrong neil gaiman tease bea
1,justinphillip awesome kind
1,baseball game whoo hooo banquet yesterday hyhtt sooo fun
0,carothenyx aww sorry home hope love wifey
1,chrisdjmoyles get lol time eat hate late
0,anomalei well glad one mine bad resort pull old hairband disguise
0,pairadocsdesign radio go sport next month radio dead grandrapids
1,renegade last day today well go catch gutted closest come greenock kilmacolm
1,rainboweagle yeah reply mean take photo drink laaazy didnt
0,miss nicc today
1,sammythewizzy oki great best
0,wish root pinic
1,learn something new today
0,katieeeian miss devil wear prada sad
1,kayemeff almost birthday
1,crazy_people sure
0,want swim
0,wanna beach study
1,sentimentalizzy lady water pure remember enjoy film
1,jaiash anytime giggle
1,teamwinnipeg gerry thank follow help spread news think cool thank thank thank
0,sad day love maï years ago
0,yep candymantk sleep fail another hours amp fail
1,awsome voice bore nothin really consider go back school yeah right rather cry boredom forever
1,txp nice meet
0,disappoint know get silver award want gold award hate second best
0,redhalo_pax goddamn fuck suck hug
1,love bank holiday
1,square thank
0,matty tire
0,mikeandbobshow awww nice
0,get crush issue tomorrow friend go india whole summer back sad
1,getsmart haha live long amp prosper movie better think awesome job please
1,alohazen hav garden bunny probs decidedly uncool thank link
1,fab sunny day
0,mamahinai list pay get cant gettin hot go outside
1,movie weekend watch movies far
0,get home school lol weeks leave yay summer school
0,ladylogan wish could work
0,respect fresh heineken man bag
0,fayewhitaker shame freud follow implications
0,tire sad
1,keza sound like kinda day
1,watch yes man good
1,spend little much wombat cool cuz time take care tamara good yay
1,figure twitter phone
0,daltnnn woof wish allow
0,science class right urgh stupid project wanna track school tire lol
1,one days pray get better
0,bother work tomorrow
1,restore new itouch excite use yeeeeeeeee goodbye itouch
1,aclockworktoad take lot pics really pretty lot palm tree
1,journo_at_work agree totally think though take point everton liverpool beat man city happy days
1,cardineb teehee good show anyway
1,rain fine rain know fine rain wet
1,perfect outside work
0,brighit lilypenelope guy_vincent torbengee winsorandnewt miss party buy wine everything
0,eddievedder luck come detroit luckily see crew chicago
1,finally eat unagi save udon agh realize band play bear garden today one like
0,wow way discourage idk anymore fml
0,devontebrown cuz love dont make sad
0,cashric miss ceddy
0,burn tongue
0,charlieskies actually better name fluffballthegodzilla youtube username ive beat
1,yeah go makati cinema square dad later haha
0,joeyarceo yeah new material
0,hub day parade course cancel castle show mid show
1,cohoons_world lol poor cubbies brewers roll rangers lose leaf win
1,lol kalahari net market quot may quot
1,chrissinicole guess thats lol
0,cynthiay hook awesome
1,pom pup favor front paw
1,happy sunday beautiful day london meet chergo breakfast
0,xzenax bad time everyone whywhywhy write essay fair
0,ashleeadams know say except hug
0,lonely need company
0,kujakupoet computer get screw hell viruses finish wipe drive reinstall windows want mac
0,memphianmallory traumatic even discuss none yall everyone leave weekend
0,sad probably never see fleetwood mac
0,hate pain
0,wyatthaplo haz beer wait work
0,go work one suck miss happy hour sonic
1,get school goin cinncinatti wednesday
1,coraline scary yesterday puke luckily ahaa week amp day till baby
0,wish hang kobe right
1,finally get traffic jam probably able make time lap tonight
0,violetbakes friend massive beatles fan impress
0,tahninial nothing make last time check jar curry sauce pepper inside disappoint
0,everything go wrong quot happy day quot
1,home fam see como tomorrow
0,really really miss
0,thank ddlovato cant wait ummm btw ima crash still sick
1,check say good monday morning mamo friends
1,receive personal email perez hilton
0,paulshadwell thank try good fathom take apple store sigh
0,single handedly kill fly crane fly hairbrush gonna disinfect bug beware
1,sun shin
1,kiki_miacherry morning kik enjoy breakfast
1,loris_sl happy sunday
0,feel deflate hubby saw swing set amp think piece junk think find something good kid
0,steffisticated record send people obviously mean get feel bad
0,way sleepy awake
1,lol neighbor must think nut canucks
1,upload photos myspace musical
0,itxi_itx credit unfortunately
0,wtf something menu window sell want bubble tea
1,moovmnt hey
0,animalbehavior_ sorry dead ass gonna
0,apartment nothin little hungry
1,loonyboi rule buy second game full price lose move
1,taylorswift hey tay plz write hey elin sick feel better
0,depress watch think dance
0,go memorial guy grade die
0,last get bore previous dayss
1,scottrmcgrew dance pirouette ballerina hug morning awesome brudder
1,recover party look forward excite bank holiday around diy shop life cant get much better surely
1,excite summer steve winwood eric clapton eagle death metal ahhh dead weather
1,leifreak miss isabelle
0,trash repops get tomorrow night suppose
1,stress recital go go well star trek new favorite movie wish space
1,happy mother day try nail teenagers tree
0,meiko time morning way across town take pic sad
1,radio amaze yesterday
1,brianmcnugget rofl like hear
1,_idiots hahaha work strip club know alrighty mister public may dance today
0,jpadamson wait red could age know mean though really look new job
0,want goto lonovala frenz wed transport arrngmnts wrkg
1,stonezoneshow bwahahahahahahaha nice want doggy
0,displayspook damn miss
1,happy mother day ekin sayang mak
0,humbush nothing perfect life darn
1,lauradawg lol okay songs catchy get stick head
0,brandenhaydon yes really
1,birthday awesome video daughter open last gift scream joy quot birthday wish come true quot better
1,whatswithinu much tune word today thank
1,make margaritas watch milk good time
1,work baseball fundraiser get percent platium diamond wed package let know saw twitter
0,omg time sleep today horror really hope best weekend goodnight buddies
0,sore yesterday definitely feel hill legs hurt way booty good hurt
0,shaundiviney point point yesterday ppl wait til midnight kinda piss
0,feel well food poison
0,yelyahwilliams alright really wish guy could show tennessee one show
0,hate feel get listen song completely remind things use amp get emotional
1,bellabkny thank support keep update help
1,aoibhe well get real clear shoot get best could silly people walk admit
1,blacksilkblog hug able shag crush anymore
1,williamduncan archetype thing comm class study archetypes popular media read link thank
1,cool lil night berrie eat pizza waitin noel president
1,goodnight everyone happy mother day mother
1,mikegentile best kind gum ever buy pack
1,blowmefool thank follow good luck friend
0,xxsteebiexx lol know wld like get reply seann william scott dont reply hes one favourite actors
0,phone stubborn think genes something
0,go bed pain fell shoulder today good night
0,juicystar man wont home host blair
1,try oprahs free unfried kfc love go back another try top boba wolverine chill pope dave ben
1,carlkr please wear glass next video look amaze
1,theasterik better also yes unf unf lisa still get btw smack
1,great weekend glad sunny today
1,freeze thesword yay hope day work wonderful sis bank holiday england today everyone work
0,fuck ahaha hate life sometimes reply bad things even bad kid whatever fml
1,happy mama day mamas
1,julienviet propellerheads harddrive long get music repo back shape felt nostalgic
1,aphrodaisy thank make homemade lasagna mum today
0,heavenlykevinly sleeeeeeepz
0,vivyouell get obviously go wrong
0,wish would rain win
0,stomach cramp sit bed hot water bottle hot milk amp toast feel like girl minus stomach cramp
1,happy mother dayyyy
0,square sad well square crochet bee poly fibe
1,wear new victoria secret slippers
1,subway always taste better one else pay
0,another gorgeous day pau home time weeks though depress think
0,old pub kickin time whey late stinkered get cub tomorrow gonna suffer
1,watch twin handle mariners whoo hoo tony
0,wish could meet middle tomorrow
1,taylorswift great hope blast
0,captainflashman poor
0,wal mart orientation work seriously suck
0,mikki_kayla meeeeee toooooooo gonna disappoint season
0,sandy_b_ shes bad win sort lot pain
0,maczombierawr wish leave dead first need something play
0,believe leave place tomorrow
1,hahhaha indeed kinda like spoon hahaha
1,kayles yessss yay tell awesome
1,boss night
1,happy mother day
1,good day let see get accomplish today together
1,darrylep lol splurge chocolate plan splurge little tomorrow
